DP1	DP2	DPtotal
4384	2269	6656
3389	3219	6621
6411	77	6490
5406	1051	6463
6309	128	6446
4516	1765	6284
5956	61	6024
7459	56	7516
7722	300	8030
7015	1378	8397
8196	143	8344
8093	134	8228
7780	267	8048
608	6825	7443
6280	155	6442
6298	129	6444
6221	135	6422
5633	880	6515
6431	139	6572
7957	242	8204
7916	398	8316
8002	192	8198
7872	381	8257
8064	175	8239
7235	233	7698
8165	610	8936
9414	127	9548
10102	225	10328
9733	586	10682
10404	1069	11477
11770	242	12027
11513	562	12080
10856	760	11986
11530	272	11806
10948	914	11877
10720	741	11739
9837	455	10299
9959	229	10199
9100	867	9969
9802	227	10041
9701	225	9928
9441	199	9666
8705	189	8894
6003	169	6173
5906	63	5975
5728	49	5781
3385	1140	4529
4528	51	4580
4459	101	4561
4406	140	4547
4337	892	5232
6426	98	6533
6455	158	6752
4647	2037	6812
6758	352	7113
6819	198	7023
6189	666	6862
5843	134	5978
4270	49	4320
5349	190	5541
4449	1330	5779
5077	637	5821
5051	744	5796
4510	1319	5835
5250	587	5840
3775	1372	5820
4403	1421	5824
5794	108	5905
5814	88	5903
4518	1345	5872
4699	895	5596
5528	124	5653
4523	858	5507
4685	777	5467
4764	657	5424
4729	640	5375
5130	127	5258
4637	42	4680
4587	131	4727
4300	120	4420
4168	45	4217
3988	134	4123
3689	43	3733
3450	154	3605
3383	82	3468
4805	136	4945
6458	191	6661
5902	119	6022
860	3800	4661
3999	29	4107
311	5715	6027
1286	4728	6017
5234	46	5283
5633	422	6059
5913	155	6074
4439	250	4698
5288	73	5444
5050	292	5625
5528	49	5579
3248	35	3289
3085	48	3261
3355	114	3472
3499	58	3561
3432	115	3554
3581	65	3675
3587	80	3697
3487	73	3661
3555	81	3666
7886	185	8076
8048	95	8145
8379	139	8526
7922	294	8223
7517	648	8168
7665	189	7862
6279	1267	7549
6573	263	6843
5842	160	6008
6301	64	6369
6467	169	7151
4998	284	5284
5957	42	6038
7467	138	7691
7622	163	7788
7465	294	7762
6933	916	7855
7145	697	7855
7519	56	7578
7423	131	7564
7493	85	7587
3165	3741	7385
4583	2266	6850
6619	290	6912
6711	257	6974
6699	330	7037
6791	140	6932
5513	72	5585
4011	2461	6477
4029	2463	6493
6373	99	6472
5322	1055	6380
3317	2378	5699
4746	893	5651
4749	459	5211
5460	53	5520
1997	3998	5998
6175	184	6361
7799	68	7871
9374	171	9548
9825	187	10019
11793	716	12518
7611	3846	11467
10415	1216	11640
10091	1191	11297
10872	132	11021
10387	363	10766
5636	4098	9748
8979	722	9716
8017	788	8833
8690	102	8822
7133	1528	8664
7675	63	7766
6860	1294	8164
8863	269	9144
1961	7567	9553
9636	283	9926
10114	236	10369
10403	67	10488
9298	1091	10390
9042	1262	10311
9974	105	10081
7582	2202	9796
9801	133	9955
7275	2557	9842
9553	158	9787
9161	397	9648
8967	569	9545
8757	320	9081
5182	69	5255
5136	175	5313
2221	3017	5262
5196	34	5233
5066	482	5551
5045	249	5691
5231	307	5784
5671	225	5899
6037	112	6151
5559	564	6204
5913	347	6263
7180	121	7304
7342	89	7438
8973	98	9075
9458	147	9669
10149	196	10348
9447	188	9636
8281	138	8426
8131	107	8247
7561	209	7772
7723	217	7941
7020	202	7268
6500	427	6929
6407	152	6564
4072	2696	6770
6934	174	7112
6873	319	7194
6826	285	7116
6989	52	7054
6726	316	7046
6492	262	6757
6038	134	6173
5178	974	6154
3926	63	3989
4979	79	5198
5158	106	5407
5124	166	5432
5395	439	5983
5995	253	6391
6615	316	7074
6396	1076	7474
7731	996	8732
7976	872	8855
8665	139	8817
8357	439	9212
8541	116	8668
8550	125	8685
8531	124	8661
8286	279	8570
7855	189	8183
7296	244	7621
6992	385	7547
6659	128	6853
5939	769	6767
6264	120	6440
6035	55	6149
5556	284	6022
5633	105	5797
5506	186	5745
5412	108	5577
5274	255	5666
5035	355	5467
5376	270	5647
4736	139	4878
4886	55	4942
4570	118	4689
4174	115	4290
4074	68	4144
4546	1512	6063
6113	200	6315
6201	90	6292
6182	82	6268
6013	205	6219
3906	120	4026
4033	49	4083
3865	227	4193
4223	36	4260
4141	57	4199
5408	244	5772
6154	424	6579
6533	756	7291
7043	354	7399
7283	545	7846
7902	196	8102
7701	416	8122
7101	1040	8145
7794	479	8284
7655	306	7963
6046	982	7032
5968	979	6952
6549	100	6654
4165	1648	5814
5328	142	5472
5027	88	5164
4782	150	4932
4611	379	4993
5138	99	5248
5210	163	5374
5539	104	5648
4385	68	4462
6279	751	7037
5535	1657	7196
7368	87	7456
6702	743	7445
5902	1495	7404
7389	85	7478
6800	598	7403
7484	68	7557
5293	2125	7662
5652	66	5719
5634	109	5746
5670	136	5885
1137	4734	5871
790	5060	5854
5632	473	6105
5446	412	5861
4995	87	5084
5042	86	5135
5234	52	5289
4228	411	4839
2630	2078	4712
4198	189	4388
4395	68	4465
4387	321	4714
4323	319	4648
3866	611	4481
4232	263	4496
4324	262	4590
4406	49	4457
4248	61	4348
4239	116	4357
3740	101	3842
4309	88	4397
3799	540	4345
4252	37	4295
3070	2051	5125
4819	702	5523
398	5924	6328
353	4799	5155
4367	73	4443
1243	3919	5169
4447	1044	5497
7316	1022	8341
7697	887	8598
6471	2203	8675
8042	936	8984
8468	452	8925
8542	242	8791
7048	1706	8773
8371	330	8724
5811	2795	8611
7772	124	7909
5632	451	6085
4793	43	4844
5072	44	5118
8025	387	8418
6973	1779	8759
7271	1848	9129
4565	3865	8435
7279	459	7752
7021	681	7703
7450	283	7736
7649	144	7799
7806	85	7898
7108	399	7509
3714	591	4309
4057	315	4377
4459	335	4800
4839	110	4955
3732	1211	4944
4884	108	4993
4864	44	4909
4231	589	4823
4383	266	4654
4693	82	4776
5330	62	5407
5192	197	5398
5211	397	5609
6801	184	6987
7731	72	7804
9426	441	9869
9888	293	10433
10317	303	10628
8903	1602	10941
8934	1725	10949
10699	276	10979
10523	468	10993
10855	298	11161
10932	321	11255
10354	871	11229
10938	513	11472
11032	505	11580
11344	265	11621
11349	311	11673
11435	367	11805
11447	231	11681
9324	285	9970
9458	179	9644
7758	338	8107
7417	330	7757
7322	369	7701
6956	374	7342
7066	203	7273
6347	179	6533
4907	141	5053
2136	2547	4690
4349	202	4553
4496	52	4550
4545	69	4618
3454	1152	4612
2619	2012	4635
4320	105	4426
7271	191	7604
7628	152	7962
7749	183	8033
7982	62	8151
7951	55	8131
7891	148	8147
7910	91	8107
7861	119	8203
8018	73	8186
7831	143	8202
7863	154	8231
7913	139	8211
7853	104	8196
7823	127	8234
7394	470	8236
7604	473	8276
7913	158	8292
8037	92	8307
8183	79	8337
8101	138	8337
7907	331	8343
8010	177	8358
7716	559	8348
7983	129	8353
7973	241	8365
8015	134	8340
7997	171	8302
8070	122	8324
8098	150	8374
8097	109	8363
8077	182	8390
8123	139	8390
8175	112	8398
8031	182	8382
7916	223	8379
8166	56	8355
8114	130	8391
8227	114	8496
8179	180	8510
8193	97	8494
7865	151	8524
8194	131	8471
8260	75	8480
8253	91	8490
8318	47	8504
7988	284	8486
8299	70	8476
8257	153	8514
8083	158	8513
7737	399	8520
8155	94	8493
8181	90	8475
7690	575	8476
7964	418	8458
8158	117	8461
8086	159	8432
8171	97	8441
7997	223	8425
8204	126	8391
8136	115	8397
7967	157	8393
7950	343	8378
8137	150	8330
7870	332	8339
8091	110	8320
8125	68	8277
7933	200	8310
8100	145	8302
7905	209	8255
7637	334	8231
8001	104	8171
7809	116	8153
7960	100	8114
7869	172	8133
7908	116	8095
7874	117	8134
7837	65	7966
7710	164	8025
7576	161	7819
7073	376	7712
7437	151	7659
7394	67	7600
7420	75	7636
7403	104	7599
7097	212	7573
6969	177	7280
6840	154	7174
6872	118	7108
6533	380	7098
6805	136	7033
6876	55	6968
8914	252	9197
9271	50	9355
9773	581	10377
1909	8378	10420
10926	132	11058
10913	112	11037
10524	545	11097
10014	1697	11713
10836	1258	12098
12289	140	12434
12036	811	12857
12825	162	12993
12530	343	13010
12674	320	13003
11825	244	12077
5968	513	6483
6338	167	6510
620	6043	6666
1833	4950	6786
6867	79	6950
6405	519	6933
4582	2221	6805
5010	1703	6716
6615	65	6683
1956	4666	6627
6253	298	6555
6286	195	6484
4547	86	4635
4604	452	5061
2272	2963	5242
1053	4408	5469
5663	91	5754
5659	70	5775
1363	3959	5680
2815	2228	5689
196	5527	5750
5531	427	6029
6146	57	6208
5871	410	6281
6217	156	6375
4133	2224	6366
5407	950	6363
5308	828	6143
3806	2378	6186
6068	65	6135
5322	791	6115
5882	88	5973
5734	219	5953
5547	60	5611
5291	118	5412
4177	758	4936
4605	125	4732
5694	122	5819
5748	225	5974
5767	266	6045
5836	192	6030
5435	423	5911
5819	126	5949
5369	530	5902
5600	151	5752
5421	194	5733
5396	78	5477
5021	73	5114
5536	143	5770
5710	151	5862
5809	111	5925
5921	93	6021
4778	1159	6061
6047	128	6178
5282	787	6199
6222	129	6352
4668	1918	6593
6149	493	6643
2077	4497	6576
6504	156	6663
5346	1166	6513
6165	443	6610
4601	1956	6560
6264	302	6568
5834	712	6549
6354	137	6492
6143	262	6408
2977	3035	6273
5134	905	6158
6065	150	6218
2343	3576	5919
5796	59	5859
5466	227	5696
128	4579	4707
6178	171	6351
6386	74	6461
6777	275	7058
6868	280	7153
7046	127	7175
7015	246	7266
7150	121	7273
7085	144	7230
7068	152	7226
7109	113	7224
5528	1645	7187
5074	1962	7174
6109	1046	7157
5929	1021	6954
6862	74	6939
6575	66	6641
5222	1380	6604
5993	149	6146
4921	1184	6116
4531	995	5535
5222	189	5478
5605	384	5990
6012	86	6122
6106	53	6206
6244	125	6445
6393	60	6478
7121	79	7202
10436	244	10755
9785	3697	13489
12415	301	12720
12192	452	12649
9355	3158	12529
12362	103	12474
11892	236	12132
11972	229	12300
11089	228	11337
10342	111	10516
9589	125	9763
8615	156	8816
8255	151	8509
8090	114	8256
6829	317	7147
6107	60	6170
6597	268	6869
4513	2301	6815
6452	358	7041
6334	445	7123
6735	376	7126
6025	1016	7048
6506	169	6773
5284	927	6216
4557	68	4630
312	5244	5557
8043	368	8414
8527	102	8633
8737	337	9080
6974	523	7506
6695	137	6840
4376	206	4584
5571	69	5647
5455	589	6045
5739	335	6076
6150	126	6279
6482	74	6614
6814	255	7071
6798	120	6919
6213	131	6348
5731	279	6011
5519	538	6058
5950	153	6104
91	6128	6221
6139	113	6253
6162	156	6322
6534	189	6728
6704	110	6819
6757	110	6870
6899	98	7000
6628	438	7067
6966	92	7065
98	6740	6840
98	6771	6870
6975	131	7108
6843	302	7145
6530	89	6619
6315	258	6581
6458	68	6530
4721	259	4990
5647	233	5883
4284	3627	7915
5730	1265	6998
6641	166	6814
5528	320	5849
5535	213	5748
3527	767	4339
5010	735	5754
4137	1107	5773
5593	387	5988
5965	90	6853
6976	125	7117
7336	488	7849
5447	2269	7743
8305	676	8993
9583	122	9814
5105	4606	9728
9623	317	9950
10095	461	10576
10320	230	10564
4093	6211	10321
10541	129	10677
10338	241	10650
10599	183	10786
8033	1599	9734
5926	3758	10062
9675	357	10048
6032	2117	9842
8230	1598	9843
1710	8024	9768
7818	1852	9713
5561	2086	9589
10151	215	10393
8560	1430	10013
9919	206	10980
10684	216	10910
9355	1496	10908
5125	5779	10912
6706	4179	10932
10299	442	10918
10523	222	10750
9303	260	9570
9246	219	9484
6863	1417	8288
5643	76	5721
5426	339	5773
5879	59	5940
5853	142	5996
6421	303	6728
7613	152	7766
7707	153	7866
6002	1775	7932
8704	309	9022
7391	338	9152
6260	1157	9184
6739	1084	9241
9428	349	9792
8776	1223	10008
8910	1191	10106
9499	1039	10549
10396	176	10578
9496	967	10470
10018	594	10625
10466	544	11017
10534	505	11048
10572	758	11343
12089	169	12276
12486	151	12669
12603	201	12826
12267	674	12945
12709	237	12951
11267	198	11475
9004	1807	10819
8189	1571	9764
9317	283	9610
7507	1360	8888
7220	1372	8598
7164	214	7421
6532	218	6758
5811	977	6791
5282	745	6028
4560	633	5200
4298	344	4666
4655	116	4841
4767	73	4841
4781	117	4902
4453	353	4809
4712	118	4831
4634	322	4958
4688	309	5007
4656	306	4974
4694	309	5013
4640	250	4958
4496	318	4824
5108	190	5306
5007	380	5391
5161	397	5561
5251	316	5574
5061	408	5480
3173	1211	5207
4763	161	5020
4835	164	5004
4854	67	4925
4825	105	4933
4492	419	4914
4752	350	5297
5213	152	5371
5444	298	5748
5552	257	5814
5496	425	5922
6332	123	6522
7339	92	7431
2416	5163	7584
7590	185	7780
1745	5863	7706
92	6393	6489
6119	97	6227
5420	491	5917
5398	49	5452
2284	3272	5557
5708	64	5783
5669	124	5797
2171	3588	5760
5662	154	5828
5263	130	5394
5695	183	5884
4561	82	4645
4513	63	4576
5702	61	5768
7031	91	7123
7041	169	7212
7030	71	7101
4484	173	4661
3711	1017	4732
4854	207	5069
5498	63	5562
6254	66	6323
6436	147	6585
6606	159	6766
6912	172	7095
6962	149	7114
6764	326	7094
5951	715	6964
5539	1050	6592
4876	1381	6258
5527	710	6247
4976	1000	5986
5500	261	5762
5273	283	5557
4994	203	5202
4732	49	4782
3783	88	3873
3805	67	3872
3642	123	3816
3576	89	3718
5667	50	5721
6672	76	6750
6729	71	6802
4394	2512	6907
6063	927	6993
6311	729	7043
7268	909	8188
7844	354	8198
8216	147	8364
8304	107	8425
8374	98	8475
8210	213	8429
8260	227	8492
8096	341	8439
8124	283	8415
8293	72	8370
2297	6024	8323
7821	443	8346
7668	518	8192
7942	215	8159
8000	77	8081
8063	106	8171
7972	154	8128
7614	505	8126
7993	108	8103
7919	202	8127
7784	312	8135
1326	6712	8061
7898	134	8034
7642	294	7944
7573	222	7955
7524	311	7837
7507	249	7762
7002	588	7594
5148	206	5676
5237	326	5688
5350	327	6023
6142	211	6476
6092	364	6518
5780	827	6662
7699	494	8351
8520	113	8639
8424	487	8915
8912	196	9114
8849	117	8968
8413	716	9132
8426	604	9033
5142	3776	8923
7961	282	8463
7778	237	8155
7540	267	7994
7519	398	7927
7448	180	7630
5671	842	6516
3674	239	3998
4092	82	4257
3201	962	4259
3901	184	4385
1418	2673	4425
3985	301	4585
4842	60	5275
1328	3269	5244
3936	1420	5475
5534	24	5593
5726	55	5790
5631	145	5835
4934	810	5776
5601	171	5849
5251	41	5470
4822	619	5458
5295	142	5455
5300	83	5402
5210	144	5371
4650	637	5297
211	4620	4852
7495	143	7644
5539	1322	7572
4005	108	4116
4071	157	4320
4308	102	4412
4209	160	4527
4320	195	4519
4751	51	4808
4623	42	4668
4162	255	4420
3660	704	4365
3927	523	4459
4430	935	5365
5851	117	5969
6237	66	6306
5620	1201	6825
6726	100	6843
6596	1138	7743
6859	573	7436
4422	2976	7411
3996	2908	6908
8151	1160	9531
9801	1454	11262
11997	170	12168
12789	215	13016
17552	240	17818
18604	285	18902
18764	679	19449
18191	228	18425
18013	237	18264
16903	355	17267
14477	216	14701
14306	202	14514
11153	163	11319
8889	130	9021
8874	109	8990
8540	471	9013
9661	90	9753
9315	484	9801
9978	543	10612
11457	306	11771
10165	1704	11883
11989	628	12699
11595	3350	14972
14423	1257	15700
14888	693	15585
11563	2235	13807
11803	994	12809
434	11359	11850
10966	895	11871
10918	484	11403
10632	487	11128
4250	107	4357
4584	133	4718
4589	308	4898
5040	145	5190
5211	147	5361
5279	160	5440
5302	311	5616
5091	138	5230
4939	138	5079
4975	58	5038
4925	102	5030
4668	111	4783
2034	3250	5288
5091	254	5352
6038	221	6261
6163	459	6626
6874	123	7000
6894	333	7233
6763	215	7137
5829	1371	7203
6544	697	7242
6806	414	7225
1143	5090	7257
4038	2981	7162
6684	104	6998
6025	599	6939
6181	136	6953
6664	169	6845
6342	370	6864
4057	2587	6653
4069	2623	6708
6869	74	7189
7200	209	7410
6967	393	7366
6583	810	7404
6911	142	7056
5903	1161	7069
5876	1151	7034
7022	133	7158
6532	511	7047
6904	151	7057
6190	309	6500
4790	398	5613
4808	634	5487
1246	3369	5020
2379	2460	5064
5237	233	5478
5340	190	5537
5587	60	5648
5779	180	5962
5838	100	5944
3260	2313	5890
256	5480	5785
5489	120	5610
5273	282	5561
5173	386	5568
5349	127	5530
5021	91	5121
4626	219	5119
4745	367	5120
4993	71	5066
4946	62	5010
4742	237	5045
4911	91	5004
4825	183	5009
4880	32	4921
4002	439	4633
4422	184	4610
4409	116	4527
4330	219	4565
4214	52	4267
3954	229	4184
4021	43	4102
3988	59	4048
4972	216	5193
5030	213	5245
4902	334	5238
3892	997	4893
4787	133	4924
209	5646	5859
5816	83	5899
3188	2726	5918
5907	83	5991
5753	150	5906
5487	346	5872
5595	175	5809
5894	39	5935
4347	1348	5695
4789	902	5695
5197	331	5535
1920	3498	5421
4571	300	4872
5670	139	5811
5828	51	5879
5767	201	5970
5779	209	5989
5168	778	5949
5828	135	5967
5765	97	5864
4357	1446	5804
5476	339	5819
4890	930	5821
5533	230	5763
5203	542	5746
4990	577	5567
4885	507	5396
5242	143	5390
6608	96	6771
6679	162	6863
8859	102	8967
8627	325	8966
8612	61	8684
8064	319	8394
133	7301	7493
5209	42	5271
5024	225	5251
5005	219	5230
4045	50	4107
4202	50	4264
4131	123	4264
4182	93	4314
4277	91	4409
4288	143	4483
4537	51	4599
4532	126	4664
4534	99	4701
4534	107	4708
4541	170	4736
4574	135	4737
4687	78	4804
4783	28	4850
4868	95	4986
4787	108	4992
4877	86	5013
4959	29	5048
4939	95	5098
4916	131	5149
5083	47	5165
5038	43	5151
5051	73	5161
4926	109	5170
4923	186	5198
5026	104	5214
5008	165	5251
5125	53	5254
5200	37	5262
5117	106	5274
5179	74	5268
4894	140	5260
5072	135	5263
5129	61	5247
4982	69	5124
4833	70	4954
4516	94	4615
4050	579	4635
2779	1900	4681
5460	146	5606
5691	95	5797
6332	221	6554
6452	125	6579
3792	2838	6632
6886	359	7253
7276	56	7334
6753	228	6988
6737	181	6919
4617	281	6374
1993	1302	6192
5857	21	5898
6246	81	6339
3477	2916	6404
6101	572	6678
3716	3003	6723
6276	222	6499
7285	132	7422
7549	182	7739
9844	226	10074
9957	235	10253
5536	46	5584
5675	293	5968
6128	91	6226
5947	391	6341
5644	595	6387
6356	281	6639
6689	52	6743
6617	113	6733
6256	436	6695
6597	48	6649
6377	194	6571
5926	465	6394
6132	155	6295
5984	239	6223
5344	895	6240
5596	141	5871
5655	95	5762
7662	195	7860
8262	95	8359
8320	93	8417
8662	120	8795
7631	435	8068
5675	74	5750
6011	71	6092
6080	75	6156
5051	1447	6503
7075	290	7374
8466	376	8843
7183	1751	8941
9364	83	9448
9418	161	9588
7816	1679	9498
7907	1633	9546
9107	287	9442
7571	1660	9233
9072	108	9185
7678	1535	9217
8976	171	9190
7931	101	8045
7698	96	7799
5537	196	5867
5932	193	6134
7048	258	7316
8432	128	8575
9136	117	9260
9242	337	9580
9366	464	9833
254	8224	9018
2128	6276	8411
7806	397	8206
7424	163	7592
6902	613	7554
6849	134	6987
6319	164	6501
6043	332	6381
5387	143	5562
5370	32	5402
2038	4788	6837
2617	4702	7324
7677	64	7746
6352	2398	8759
6575	2516	9094
10010	303	10319
10312	271	10588
8477	2822	11308
10784	992	11779
11367	462	11842
9772	2045	11835
10368	1048	11420
10288	1061	11352
10815	311	11130
10858	383	11250
10146	620	10781
9780	915	10697
10198	417	10621
10097	203	10301
9156	1216	10377
9956	243	10200
9732	441	10177
9796	268	10071
9676	338	10016
9399	591	10005
9398	279	9685
9331	253	9590
7933	491	8438
7987	202	8192
7557	635	8195
5806	2386	8204
7379	173	7555
6941	393	7520
7264	160	7430
6053	310	6649
5234	424	5727
5660	59	5801
4864	594	5685
5660	62	5725
2699	4608	7312
7619	369	7999
7845	95	7943
6753	1212	8054
7684	469	8164
7797	604	8403
8267	165	8435
7525	725	8493
8259	235	8506
4352	4169	8525
7953	372	8626
8166	377	8546
4839	2965	8492
6234	77	6312
6630	471	7109
7386	160	7547
7335	309	7650
7836	188	8025
7341	705	8048
937	7248	8187
8583	179	8777
2627	6033	8671
8480	508	9488
9187	306	9495
9359	157	9519
8558	146	8726
8503	194	8699
7220	1590	8813
8725	96	8822
7618	1078	8699
7177	1413	8706
7880	624	8508
7499	1007	8511
1633	6643	8279
8189	94	8291
4657	3270	7931
7669	243	7914
5635	1218	6855
6308	121	6438
7269	115	7384
6770	657	7429
7006	379	7389
7242	124	7371
5887	1177	7065
5680	410	6187
5620	122	5749
5472	332	5814
5830	53	5884
5543	339	5909
6014	34	6087
5487	643	6384
6296	126	6424
6639	65	6707
6561	392	6966
6559	619	7180
6779	381	7165
7215	87	7303
7311	145	7468
7312	212	7524
7514	80	7696
7357	289	7728
5225	1586	7767
7904	213	8126
6315	1689	8008
8152	145	8308
6753	1544	8331
8905	457	9368
9195	146	9374
9134	151	9320
8287	1290	9623
10009	192	10341
4877	2749	10194
4061	5046	10254
10531	680	11304
11672	228	11974
11881	360	12335
12031	197	12303
8817	3031	12195
11708	853	12669
12517	304	12834
11855	583	12656
11964	452	12568
11163	1466	12752
12611	203	12853
9480	2994	12550
11816	539	12367
11848	582	12433
11866	515	12382
12236	202	12449
12026	179	12259
11929	272	12207
11839	219	12127
7754	3017	11817
11632	434	12075
11150	651	11801
6985	3034	11232
10997	390	11389
11117	361	11486
10713	171	10945
10018	318	10394
9901	116	10130
9814	256	10263
7490	1239	9708
230	7613	9618
9201	183	9623
9501	116	9795
9347	204	9792
9359	141	9753
8982	388	9605
8484	652	9356
9133	108	9417
9169	168	9524
8966	350	9377
8465	83	8550
8136	224	8362
7234	1025	8262
7959	182	8148
5875	1884	7853
5771	1593	7719
6902	931	7908
7249	589	7845
6811	106	7020
6285	762	7050
7029	183	7217
6776	308	7170
7275	63	7347
7226	153	7518
7964	421	8419
8398	152	8559
8233	124	8364
8312	109	8425
8744	154	8905
8658	340	9157
9068	134	9212
9237	185	9429
8654	590	9295
8996	222	9225
9271	207	9481
9680	531	10219
9967	559	10534
10349	139	10494
9975	414	10391
9925	348	10346
10162	340	10516
10117	397	10514
10427	263	10694
10572	139	10715
9924	546	10479
9516	774	10640
10123	418	10548
10050	410	10466
9155	1306	10489
9973	462	10438
9949	713	10673
9990	651	10901
10366	411	10788
9522	635	10159
8265	793	9067
8296	120	8422
5301	131	5434
5482	42	5525
5554	40	5594
5568	118	5691
4407	39	4448
4428	57	4489
2389	4187	6577
2102	4671	6777
7368	113	7483
4862	3208	8073
7382	747	8220
7768	346	8117
6119	1631	7952
7548	372	7922
7783	85	7874
7342	361	7706
5463	2093	7558
6466	476	6946
5277	99	5381
5412	177	5591
5147	340	5487
4308	908	5217
5311	119	5432
5030	125	5155
5277	211	5493
5560	90	5651
2397	3257	5708
631	5104	5735
6291	315	6608
6731	193	6931
6872	76	6953
5461	2200	7661
7629	54	7685
7427	254	7683
7455	155	7620
7364	168	7542
7054	118	7174
4342	1712	6084
4335	1705	6042
4163	1754	6056
3457	571	4029
4714	156	4872
4837	39	4884
4811	91	4905
4758	56	4823
4737	162	4900
4074	698	4774
5017	1941	6962
6219	711	6931
6694	156	6880
6614	158	6838
7206	128	7348
8195	68	8269
7951	346	8301
9487	792	10304
9389	365	9766
9282	154	9446
5063	3324	8390
4703	2856	7566
4073	271	4406
4998	85	5085
6330	239	6571
6466	142	6615
11566	405	11972
11691	257	11954
6048	198	6248
5142	946	6092
5843	160	6006
5843	46	5889
5727	97	5829
3424	86	3590
3175	2368	5694
5674	99	5773
7141	122	7267
2798	4474	7283
7290	107	7397
7290	70	7365
2742	4437	7294
7301	64	7369
6560	612	7174
6907	55	6968
6467	162	6632
2983	3158	6146
2635	3355	5994
2822	3017	5842
5535	92	5628
5211	232	5497
4340	46	4390
4495	52	4548
4563	74	4640
4160	488	4648
3986	693	4709
4564	238	4803
2721	2165	4927
4899	56	4961
4910	62	4977
4710	60	4783
1278	3496	4776
4891	46	4938
4385	545	4938
4722	30	4779
4527	53	4584
4607	54	4662
4494	36	4535
4129	214	4349
4221	44	4296
3625	64	3702
4594	146	4743
4679	93	4798
4788	64	4872
7324	167	7496
6856	166	7025
3518	1336	4855
4566	301	4874
4678	206	4891
4640	308	4949
5098	122	5223
5161	81	5244
6320	629	6954
6846	123	6971
6900	158	7063
7288	203	7497
7534	193	7733
7671	165	7841
7630	172	7807
7620	171	7796
7567	392	7969
7778	186	7971
7992	254	8444
8496	182	8687
8455	182	8645
8276	345	8626
7524	648	8430
7564	371	7943
8006	449	8459
8190	432	8808
8633	182	8816
8457	507	8969
8807	474	9292
7514	1612	9140
8853	416	9299
8860	184	9050
8979	184	9170
9252	177	9435
9719	202	9924
9574	245	9832
9214	208	9449
9595	225	9830
9813	153	9970
9349	670	10410
10025	387	10420
10710	244	10961
9467	1005	10489
10068	1189	11267
11203	261	11474
10406	1195	11610
10095	1290	11398
10762	1271	12049
10655	1244	11905
10712	1250	11969
10504	994	11504
9762	1145	11342
9882	1114	11435
9264	1174	10864
10107	133	10668
9099	1053	10761
8907	1069	10407
9540	163	10138
9780	65	9846
8519	193	8718
6116	2083	8374
5993	108	6109
6067	318	6389
5789	547	6361
6108	303	6412
4493	1418	5932
5675	435	6112
5582	476	6066
5284	314	5601
5224	128	5364
5009	359	5371
4782	1676	7622
7434	374	7810
5858	1663	7523
4219	3434	7656
4112	3634	7753
4173	3705	7884
6190	1467	7659
7599	95	7698
6131	1513	7645
7334	191	7542
6820	395	7215
7059	99	7163
6749	187	6940
2950	3941	6895
5472	980	6458
6326	217	6547
6908	139	7050
6587	391	6980
5295	1600	6899
6770	72	6847
6667	103	6771
6569	137	6708
6422	308	6743
6354	337	6691
5560	261	5824
6188	274	6466
6274	288	6581
3685	2846	6534
6763	156	6927
6854	121	6980
6727	92	6823
6449	257	6708
6430	215	6645
6147	169	6320
5370	276	5652
5470	56	5581
5318	79	5399
4733	520	5355
6837	97	6937
3379	2841	6223
5727	126	5857
5651	153	5805
5440	343	5799
4822	468	5291
4695	46	4741
5816	146	5965
5847	208	6057
5948	86	6036
6305	462	6776
4837	2389	7229
7510	163	7675
7390	441	7832
7102	707	7811
4563	3166	7731
4665	2848	7836
7383	312	7801
7587	206	7815
7658	141	7800
7628	134	7771
754	6929	7694
7239	183	7537
3915	3618	7568
4026	3584	7845
7077	1248	8331
8135	232	8372
4204	4254	8462
8717	159	8878
8879	114	9002
8383	646	9032
8761	298	9063
8912	157	9071
8450	486	8941
8266	170	8439
8356	138	8495
7840	538	8383
7883	151	8161
3600	4224	7884
7206	518	7727
4157	3615	7775
7451	159	7619
7676	120	7849
6688	877	7567
5098	2341	7447
3616	3565	7183
7067	74	7147
4236	2424	6662
6471	93	6564
6345	133	6575
5965	173	6141
6470	97	6567
1237	5439	6680
5596	166	5765
4577	380	4960
4689	385	5077
5262	301	5566
5890	110	6002
3801	2731	6537
6635	197	6833
6601	322	6923
6765	182	6948
7125	55	7280
7996	208	8257
8206	91	8405
8234	224	8505
8419	102	8538
8085	406	8561
8381	186	8649
8466	100	8694
8564	84	8746
8700	45	8789
8705	103	8870
8782	223	9051
8980	79	9078
8146	885	9097
8749	253	9091
8375	661	9114
8846	190	9058
8485	552	9116
8851	164	9082
8719	162	9036
8709	68	9113
8744	107	9102
8587	164	9106
8791	274	9130
8876	143	9120
8784	93	9056
8732	256	9116
8847	116	9071
8822	200	9114
8802	130	9059
8890	111	9061
8716	208	9032
8772	148	8979
8766	116	9002
8567	47	8719
8289	293	8708
8309	185	8669
8399	58	8661
8206	124	8523
8089	67	8332
8065	65	8291
7991	159	8261
7958	222	8285
8008	128	8265
7789	267	8270
7931	68	8118
7725	138	7983
7409	143	7804
7432	55	7750
7208	266	7646
7390	68	7654
7262	132	7591
7284	87	7461
7117	144	7442
7166	80	7376
7098	112	7300
6797	83	6964
6813	70	6937
6784	54	6901
6654	61	6770
6498	147	6736
5112	38	5157
3751	1480	5233
